,Carbohydrate,Energy,Fat,Fibre,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Of which Polyunsaturated,Iron,Omega 3,Vitamin A,Vitamin B12,Sodium,Vitamin D,Calcium,Of which Trans,Vitamin C,Selenium,Thiamin,Iodine,Potassium,Riboflavin,Vitamin E,Vitamin B6,Biotin,Copper,Of which Polyols,Manganese,Omega 6,Folic Acid,Niacin,Polyunsaturates,Salt Equivalent,Magnesium,Pathogenic Acid,Zinc,Of which Starch,Vitamin K,Chloride,Pantothenic Acid,Cholesterol,Of which Cholesterol,box,label-glued,shrinkwrap,Omega 9
4633,52.1g,476kcal,23.8g,7.5g,6.0g,15.5g,9.5g,0.07g,Lizi's Passionfruit & Pistachio Granola,,,,,,,,,<0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,57.0g,456kcal,19.3g,8.8g,2.7g,15.4g,9.3g,0.0g,"White's Apple, Cranberry & Raspberry Granola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,53.0g,475kcal,22.9g,9.1g,4.2g,13.9g,9.5g,0.0g,"White's Hazelnut, Almonds & Honey Granola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,80g,400kcal,3.3g,10g,0.5g,13g,10g,1.0g,Nature's Path Mesa Sunrise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,64.2g,365.3kcal,5.5g,10.7g,0.9g,0.8g,7.8g,0.1g,White's Organic Jumbo Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,51.8g,386kcal,13.8g,6.9g,2.5g,15.9g,11.1g,0.04g,Deliciously Ella Original Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,48.6g,405kcal,16.7g,6.1g,2.3g,11.4g,12.4g,0.04g,Deliciously Ella Nutty Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,65.2g,379kcal,7.3g,10.5g,1.2g,6.5g,15.2g,0.02g,Deliciously Ella Bircher Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,40.2g,494kcal,29.6g,6.1g,7.7g,12.5g,13.6g,0.01g,Eat Natural Granola Buckwheat & Honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4642,33.0g,495kcal,31.4g,12.8g,9.2g,4.4g,13.7g,0.04g,Eat Natural Low Sugar Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4643,58.2g,369kcal,7.6g,10.3g,1.2g,1.5g,11.9g,0.01g,Waitrose Free From Gluten Free Rolled Porridge Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4644,58.2g,369kcal,7.6g,10.3g,1.2g,1.5g,11.9g,0.01g,Waitrose Free From Porridge Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,62g,425kcal,14g,9.4g,1.9g,16g,8.1g,0.28g,"W.K Kellogg Raspberry, Apple & Carrot Granola",,2.9mg,,,,,,,,,,,,420mg,,,,,,,,,,,,,75.0mg,,1.80mg,,,,,,,,,,
4646,61g,431kcal,15g,8.6g,2g,13g,8.6g,0.23g,W.K Kellogg No Added Sugar Simply Granola,,3.1mg,,,,,,,,,,,,422mg,,,,,,,,,,,,,77.3mg,,1.83mg,,,,,,,,,,
4647,53.2g,386kcal,12.2g,9.4g,1.6g,24.9g,11.2g,0.06g,Waitrose Free From Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,79g,375kcal,1.5g,4.5g,0.3g,15g,9g,1g,Kellogg's Special K Original,,11.6mg,,,2.1µg,,8.4µg,,,,,1.8mg,,,2.3mg,,1.2mg,,,,,,334µg,13.4mg,,,,,8.4mg,,,,,,,,,,
4649,56.1g,367kcal,8.4g,9.1g,1.3g,1.0g,12.1g,<0.01g,Mornflake Organic Oats,,,,,,,,,,,,,,,,,,,,,3.4mg,,,,,,,,2.1mg,,,,,,,,,,
4650,63.6g,358kcal,6.8g,7.9g,1.2g,1.0g,6.7g,0.01g,Jordans porridge oats conservation grade,2.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,44g,450kcal,17g,6.7g,3.1g,12g,27g,0.62g,Lizi's High Protein Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,53.6g,363kcal,9.5g,7.4g,1.0g,11.0g,11.5g,0.02g,Deliciously Ella Berry Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,50.8g,337kcal,3.3g,24.9g,0.6g,12.3g,13.6g,0.50g,Essential High Fibre Bran,,100% of NRV,,,100% of NRV,,100% of NRV,,,,,100% of NRV,,,100% of NRV,,100% of NRV,,,,,,100% of NRV,100% of NRV,,,,,,,,,100% of NRV,,,,,,
4654,47.4g,474kcal,23.7g,10.2g,4.7g,9.5g,12.6g,0.04g,Waitrose Free From Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,60.5g,367kcal,6.4g,10.1g,1.2g,1.1g,11.7g,Trace,Nairn's gluten free porridge oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,56.1g,367kcal,8.4g,9.1g,1.3g,1.0g,12.1g,<0.01g,Mornflake Stoneground Oatmeal Medium,,,,,,,,,,,,,,,,,,,,,3.4mg,,,,,,,,2.1mg,,,,,,,,,,
4657,59.5g,378kcal,9.3g,7.6g,1.7g,18.2g,10.2g,0.03g,Dorset Cereals Organic Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,83g,367kcal,3.3g,10g,0.6g,23g,7g,1.1g,Natures Path Maple Sunrise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,55.4g,415kcal,13.3g,9g,1.5g,1.2g,14g,<0.01g,Flahavan's Irish Multi Seed Porridge Oats,,,,,,,,,,,,0.47g,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,83.1g,374kcal,0.9g,2.4g,0.3g,12.3g,7.3g,0.54g,Waitrose LOVELife Toasted Rice & Wheat Flakes,,100% of NRV,,,100% of NRV,,100% of NRV,,,,,100% of NRV,,,100% of NRV,,100% of NRV,,,,,,100% of NRV,100% of NRV,,,,,,,,,100% of NRV,,,,,,
4661,81.8g,371kcal,0.8g,3.8g,0.3g,14.2g,7.2g,0.50g,Waitrose LOVELife Red Fruit Toasted Rice & Wheat Flakes,,93% of NRV,,,96% of NRV,,96% of NRV,,,,,91% of NRV,,,93% of NRV,,93% of NRV,,,,,,95% of NRV,94% of NRV,,,,,,,,,95% of NRV,,,,,,
4662,34.3g,512kcal,32.1g,6.5g,6.2g,12.1g,18.4g,0.01g,"Eat Natural Protein Granola Almonds, Seeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,55.7g,448kcal,16.1g,7.9g,2.4g,2.9g,16.1g,0.03g,Jordans Low Sugar Granola Almond & Hazlenut,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,62.3g,437kcal,14.3g,7.4g,2.2g,4.8g,11.0g,0.03g,Jordans Low Sugar Granola Cherry & Almond,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,56g,449kcal,19g,9.2g,3g,13g,9g,0.2g,W.K Kellogg Cocoa & Hazelnut Granola,,4.5mg,,,,,,,,,,,,520mg,,,,,,,,,,,,,90.0mg,,2.10mg,,,,,,,,,,
4666,52g,390kcal,11g,9.1g,1.6g,14g,12g,0.03g,Sharpham Park Spelt Millers Muesli,,,,,,,,,,,,,,,,,,,,,1.5mg,,,,,,111mg,,,,,,,,,,,,
4667,21.7g,111kcal,0.6g,2.5g,0.2g,3.6g,3.6g,0g,Rude Health Honey Spelt Puffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,53g,380kcal,7.6g,7.2g,1.1g,1.2g,22g,0.20g,Quaker Oat So Simple Protein Original 8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,52.5g,376kcal,10.5g,8.5g,1.5g,9.7g,14.1g,0.02g,Deliciously Ella Fruit & Nut Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,72.0g,397kcal,6.1g,8.3g,1.0g,21.6g,9.1g,0.57g,Nestlé Organic Honey & Chocolate Cheerios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,58.7g,358kcal,4.9g,7.3g,1.2g,12.5g,16.8g,0.29g,MOMA No Added Sugar Plain Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,59g,391kcal,11g,13g,0.9g,21g,7.6g,0.80g,Kellogg's All-Bran Berry Crunch,,5.0mg,,,1.4µg,,2.7µg,,,,,0.59mg,,,0.76mg,,0.76mg,,,,,,218µg,8.6mg,,,,,,,,,,,,,,,
4673,47.7g,355kcal,8.6g,27.0g,1.0g,11.9g,8.3g,0.28g,Waitrose Gut Health Berry Granola & Flakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,65g,392kcal,7g,8.3g,0.6g,12g,13g,0.73g,Kellogg's Special K Protein Nuts Clusters Seeds,,8.4mg,,,1.5µg,,4.8µg,,,,,1.0mg,,,1.3mg,,0.84mg,,,,,,242µg,9.6mg,,,,,,,,,,,,,,,
4675,52.3g,395kcal,11.2g,24.4g,1.3g,9.8g,9.0g,0.22g,Waitrose Gut Health Apple & Almond Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,18g,110kcal,1.8g,3.0g,0.4g,2.9g,3.4g,0.04g,Rude Health Fruity Bircher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,62g,374kcal,7.1g,9.3g,1.2g,6.5g,11g,0.02g,"Quaker Perfect Blends Apple, Raisin & Cinnamon 8s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,55g,381kcal,9.6g,10.9g,1.4g,1.0g,13g,<0.01g,Flahavan's Irish Porridge Oats 10s 3 Seed & Oat Bran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,60g,376kcal,7.8g,9.4g,1.3g,1.1g,12g,0.02g,Quaker Perfect Blends Multi Grain 10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,61g,367kcal,7.4g,11g,1.3g,3.9g,10g,0.07g,"Quaker Perfect Blends Blueberry, Cranberry & Guava 8s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,38.9g,438kcal,24.0g,5.3g,3.9g,34.3g,14.0g,0.115g,Rude Health Date & Seed Bars Peanut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,80g,382kcal,2.7g,3.9g,1.0g,27g,7.5g,0.50g,Oreo O's Cereal,,7.8mg,,,1.4?g,,2.8?g,,,,,0.62mg,,,0.78mg,,0.78mg,,,,,,112?g,9.0mg,,,,,,,,,,,,,,,
4683,11.8g,68kcal,1.2g,1.2g,0.2g,2.4g,1.7g,0g,Rude Health Honey Puffed Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,56g,378kcal,5.8g,6.0g,1.1g,17g,22g,1.0g,Quaker Oat So Simple Protein Golden Syrup 8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,43.9g,372kcal,15.9g,3.9g,2.4g,35.2g,11.5g,0.11g,Rude Health Peanut & Date Bars Banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,62g,443kcal,14g,6.6g,4.2g,13g,14g,0.29g,W.K Kellogg Plant Protein Crunch Chocolate Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,67mg,,,,,,,,,,,,
4687,44.7g,456kcal,25.7g,6.0g,11.7g,36.3g,8.4g,0.03g,Rude Health Date & Nut Bars Coconut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,69g,371kcal,3.2g,8.9g,0.5g,14g,12g,0.78g,Kellogg's Special K Protein Berry Clusters Seeds,,9.2mg,,,1.7µg,,5.3µg,,,,,1.2mg,,,1.5mg,,0.92mg,,,,,,266µg,10.6mg,,,,,,,,,,,,,,,
4689,56.1g,367kcal,8.4g,9.1g,1.3g,1.0g,12.1g,0.01g,Essential Porridge Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,60.9g,369kcal,7.5g,8.5g,2.5g,9.9g,10.2g,0.10g,Waitrose Porridge Oats with Dates,1.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,61.2g,388kcal,9.0g,5.7g,1.2g,1.4g,12.7g,0.06g,Waitrose Free From Porridge Oats,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,71g,398kcal,7.4g,5.9g,1.0g,19g,8.7g,0.50g,Quaker Oat So Simple Golden Syrup 18s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,68g,379kcal,6.4g,7.2g,1.2g,19g,8.8g,0g,Quaker Oat So Simple Strawberry Raspberry & Cranberry 10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,65g,384kcal,7.6g,8.0g,2.0g,19g,9.8g,0.27g,Quaker Oat So Simple Chocolate 10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,60.4g,353kcal,6.7g,8.8g,1.1g,15.3g,10.0g,0.00g,MOMA Apple Date & Caramel Jumbo Oat Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,63g,372kcal,5.2g,6.5g,1.2g,27g,15g,0.47g,Quaker Oat So Simple Chocolate Pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,51.8g,378kcal,11.1g,9.9g,1.7g,1.7g,13.0g,0.01g,MOMA Raspberry Chia & Pumpkin Seeds Jumbo Oat Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,61.6g,365kcal,5.9g,8.9g,0.9g,1.1g,11.9g,0.03g,Essential Original Instant Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,49.8g,384kcal,13.4g,8.3g,2.3g,8.3g,13.2g,0.30g,MOMA Peanut Butter & Maple Syrup Jumbo Oat Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,34.5g,167kcal,2.5g,3.8g,0.8g,8.3g,5.1g,0.0g,Rude Health Fruity Date Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,28.6g,176kcal,4.1g,6.2g,1.0g,0.4g,6.1g,0.0g,Rude Health 5 Grain 5 Seed Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,57g,365kcal,5.8g,7.0g,0.8g,12g,17g,0.15g,Quaker Oat So Simple Original Big Pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,63.4g,361kcal,4.2g,6.4g,1.0g,22.5g,15.1g,0.28g,MOMA Golden Syrup Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,63.0g,361kcal,4.1g,7.8g,0.9g,17.8g,14.0g,0.15g,Waitrose LoveLife Multigrain Red Berries Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,69.3g,366kcal,4.3g,8.8g,0.7g,28.3g,8.2g,0.03g,Essential Golden Syrup Instant Oats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,55g,416kcal,16g,9.5g,6.1g,15g,11g,0.03g,The Great British Porridge Blueberry & Banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,56.6,409kcal,13.2,6.9,3.5,22.2,12.6,0.2,Wolfys Nutty Porridge with Honey Pot,3.6,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,
4708,62.0g,397kcal,3.2g,1.2g,0.5g,1.7g,9.3g,0.01g,Rude Health Organic Gluten Free Sprouted Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,55.5g,375kcal,9.7g,7.7g,1.6g,21.7g,14.3g,0.22g,MOMA Cacao & Hazelnut Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,55.1g,398kcal,10.1g,7.9g,1.8g,19.4g,17.6g,0.20g,Waitrose LoveLife Mixed Seeds Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,53.1g,425kcal,17.6g,9.4g,12.1g,3.7g,10.9g,0.01g,MOMA No Added Sugar Coconut & Chia Porridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,60g,365kcal,7.1g,9.8g,1.2g,4.8g,11g,0.05g,Quaker Perfect Blends Raspberry Apple & Acai 8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,68g,378kcal,6.2g,7.2g,1.2g,21g,8.6g,0.20g,Quaker Oat So Simple Apple & Blueberry 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,61g,362kcal,7.1g,7.7g,1.0g,11g,10g,<0.01g,"Flahavan's Irish Porridge Oats 10s Apricot, Raisin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,60.3,382kcal,6.5,8.8,1.2,9.3,16.0,0.3,Wolfys Porridge Plain & Simple,,,,,,0.1,,,,,,,,,,,,,,,,,,,2.8,,,,,51.0,,,,,,,,,
4716,64.5g,343kcal,5.1g,7.1g,1.6g,28.9g,8.0g,0.03g,The Great British Porridge Co. Classic Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,42.6g,347kcal,8.2g,25.6g,1.4g,2.1g,13.0g,0.01g,Mornflake Fibreful Oatbran Porridge Original,,6.0mg,,,,,,,,,,0.5mg,,,,,,36µg,,,4.0mg,,31µg,,,,184mg,,2.8mg,,,,,,,,,,
4718,58.7,343kcal,5.0,,0.9,22.9,12.5,0.2,Wolfys Vegan Porridge Rhubarb & Ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,58.0g,341kcal,5.0g,,0.8g,23.4g,12.7g,0.2g,Wolfys Vegan Porridge Strawberries & Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,47.8g,435kcal,21.3g,6.9g,6.8g,22.6g,9.6g,0.05g,Eat Natural Buckwheat Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,61.7g,375kcal,7.7g,7.6g,1.0g,21.4g,11.0g,0.28g,Dorset Cereals Tasty Toasted Spelt Flakes Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,59.6g,383kcal,10.0g,7.4g,1.4g,23.6g,10.0g,0.03g,Waitrose Bircher Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,61.7g,418kcal,12.6g,9.9g,2.4g,17.2g,9.5g,0.03g,Jordans Simply Granola with Honey,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,59.0g,460kcal,18.6g,8.2g,5.0g,12.9g,10.1g,0.04g,Waitrose Maple and Mixed Nut Crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,64.1g,363kcal,5.5g,9.2g,0.8g,17.5g,9.6g,0.03g,Dorset Cereals Berry & Cherry Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,67.5g,339kcal,2.6g,8.4g,0.4g,26.4g,7.2g,0.07g,Jordans Truly Fruity Muesli,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,58.4g,401kcal,10.8g,7.5g,1.5g,9.9g,13.9g,0.03g,Waitrose Swiss Style Berry Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,66g,374kcal,5.6g,7.7g,0.9g,21g,11g,0.25g,Alpen The Original Swiss Style Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,65.9g,436kcal,13.3g,8.4g,4.9g,13.8g,9.1g,0.06g,Waitrose Mixed Berry Crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,66g,388kcal,11g,9.3g,4.6g,12g,11g,0.04g,Quaker Date & Coconut Oat Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,48.2g,499kcal,27.8g,8.2g,7.0g,12.6g,9.9g,0.06g,Lizi's Treacle & Pecan Granola,,,,,,,,,<0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,67.7g,446kcal,14.7g,5.5g,4.6g,18.7g,8g,0.03g,Jordans Country Crisp Raspberries,3.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,67.9g,425kcal,12.5g,5.9g,3.9g,28.0g,7.2g,0.03g,Jordans Country Crisp With Raisins,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,50.3g,398kcal,13.8g,10.8g,1.9g,1.5g,12.7g,0.03g,Waitrose Muesli Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,66g,393kcal,12g,9.5g,1.4g,12g,11g,0.05g,Quaker Nuts & Seeds Oat Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,62.0g,378kcal,8.3g,7.0g,1.2g,20.5g,10.2g,0.03g,"Dorset Cereals Fruits, Nuts & Seeds Muesli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,66.8g,345kcal,3.3g,7.3g,0.6g,23.3g,8.4g,0.05g,Waitrose Orchard Fruit & Berries Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,63.1g,450kcal,16.2g,7.8g,7.1g,18.1g,9.1g,0.06g,Waitrose Triple Chocolate Crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,63g,438kcal,17g,"9,5g","7,0g",11g,13g,"0,01g",Primrose's Kitchen Raw Beetroot & Ginger Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,36.5g,222kcal,3.6g,6.1g,0.7g,4.9g,7.9g,0.10g,Rude Health Bircher Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,46.3g,492kcal,27.2g,6.8g,2.7g,14.5g,12.2g,0.67g,No.1 Salted Caramel & Ginger Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,61.8g,360kcal,5.5g,9.4g,1.0g,10.2g,11.2g,0.03g,Jordans Muesli Super Fruits,2.5g,3.5mg,,,,,,,,,,,,504mg,,,,,,,,,,,,,112mg,,2.0mg,,,,,,,,,,
4743,38.7g,469kcal,25.9g,15.7g,4.8g,4.7g,12.5g,0.03g,Bio&Me Low Sugar Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,62g,440kcal,18g,11g,"5,2g",15g,13g,"0,01g","Primrose's Kitchen Raw Carrot, Apple & Cinnamon Muesli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,17g,601kcal,50.1g,10.9g,20.7g,8.6g,15g,0.19g,The Paleo Foods Co Grain-Free Granola Pecan & Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,22.4g,196kcal,9.2g,2.8g,1.0g,4.8g,4.4g,0.01g,Rude Health Organic Ultimate Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,62.9g,431kcal,14.7g,6.9g,5.9g,22.2g,8.3g,0.05g,Jordans Crunchy Oat Granola Tropical Fruits,3.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,64.8g,460kcal,17.3g,5.7g,7.0g,21.0g,8.3g,0.03g,Jordans Country Crisp Chocolate,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,65.0g,423kcal,12.2g,7.3g,2.4g,18.2g,9.5g,0.03g,Jordans Super Fruity Granola,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,51.4g,483kcal,23.6g,9.3g,6.1g,12.9g,11.5g,0.04g,Lizi's Organic Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,57.5g,386kcal,11.5g,8.6g,3.7g,19.1g,8.9g,,Essential Fruit & Nut Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,54.3g,398kcal,13.9g,9.0g,1.3g,19.3g,9.5g,,Waitrose Maple & Nut Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,14.8g,570kcal,47.9g,11.1g,18.4g,10.1g,14.5g,0.2g,The Paleo Foods Co Grain-Free Granola Berry & Almond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,60.7g,373kcal,8.4g,8.5g,2.8g,18.9g,9.3g,0.03g,Jordans Muesli Traditional,2.2g,2.4mg,,,,,,,,,,,,688mg,,,,,,,,,,,,,97.3mg,,,,,,,,,,,,
4755,73g,467kcal,13g,6.7g,1.9g,27g,10g,0.45g,Nature's Path Granola Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,52.3g,505kcal,26.8g,7.9g,8.6g,9.9g,9.5g,0.07g,Spoon Granola Cinnamon + Pecan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,30.3g,196kcal,5.4g,7.4g,0.8g,7.3g,6.5g,0.0g,Rude Health Organic Ultimate Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,53.4g,446kcal,17.5g,10.6g,3.5g,16.4g,13.5g,0.03g,No.1 Dark Chocolate & Sour Cherry Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,16.7g,593kcal,49g,11.3g,18.5g,7.9g,15.7g,0.04g,The Paleo Foods Co. Chia & Hemp Grain-Free Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,64.2g,427kcal,13.8g,6.7g,4.4g,28.5g,8.3g,0.03g,Jordans Crunchy Oat Granola Fruit & Nut,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,58.7,445kcal,17.7,7.6,7.0,31.6,9.0,0.0,Scrumshus The Premium Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,66.6g,344kcal,3.8g,8.4g,1.2g,28.6g,6.8g,0.08g,Essential Fruit Muesli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,23.2g,188kcal,8.0g,2.9g,1.0g,1.9g,4.4g,0.05g,Rude Health Almond & Hazelnut Low Sugar Granola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
